PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS
1631260,AJ Green,1610612749,MIL,19,28.8,10.8,2.7,2.0,0.5,0.1,0.7,0.481,0.48,0.762,-0.3
1642358,AJ Johnson,1610612764,WAS,8,4.7,0.9,0.6,0.5,0.0,0.0,0.1,0.182,0.0,0.75,-1.6
203932,Aaron Gordon,1610612743,DEN,13,28.3,18.8,5.9,1.3,0.8,0.2,1.4,0.532,0.444,0.867,12.7
1628988,Aaron Holiday,1610612745,HOU,11,13.4,8.0,0.7,1.1,0.4,0.1,0.8,0.443,0.425,0.895,5.3
1630174,Aaron Nesmith,1610612754,IND,11,30.4,15.5,4.5,1.5,0.8,0.3,0.7,0.367,0.373,0.795,-3.9
1630598,Aaron Wiggins,1610612760,OKC,9,27.6,14.8,3.7,2.2,0.4,0.8,1.0,0.459,0.417,0.667,10.0
1642846,Ace Bailey,1610612762,UTA,17,21.6,9.9,3.4,1.7,0.8,0.2,1.4,0.448,0.333,0.842,-6.1
1641737,Adem Bona,1610612755,PHI,12,14.8,2.2,3.4,0.3,0.4,1.7,0.6,0.45,0.0,0.5,-2.6
1642876,Adou Thiero,1610612747,LAL,3,3.1,2.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0
1642349,Ajay Mitchell,1610612760,OKC,19,27.5,15.9,3.6,3.8,1.7,0.3,1.7,0.464,0.333,0.859,10.2
201143,Al Horford,1610612744,GSW,12,21.8,5.8,4.3,1.8,1.0,1.0,1.3,0.343,0.32,1.0,-4.4
1627936,Alex Caruso,1610612760,OKC,14,18.5,5.8,2.1,2.5,1.6,0.3,0.8,0.389,0.354,0.8,12.4
1642259,Alex Sarr,1610612764,WAS,15,29.5,18.7,8.5,3.4,0.7,2.0,2.2,0.523,0.354,0.653,-5.9
1630578,Alperen Sengun,1610612745,HOU,16,36.6,22.0,9.4,7.1,1.1,0.9,3.4,0.483,0.404,0.726,7.8
1642873,Amari Williams,1610612738,BOS,3,7.4,1.0,1.7,0.3,0.3,0.7,0.0,0.5,0.0,0.5,-0.3
1641708,Amen Thompson,1610612745,HOU,16,36.6,17.4,6.9,5.1,1.4,0.4,2.3,0.478,0.222,0.797,9.5
1629599,Amir Coffey,1610612749,MIL,15,8.9,1.6,0.9,0.5,0.0,0.1,0.1,0.429,0.333,1.0,-1.5
203083,Andre Drummond,1610612755,PHI,16,24.2,8.3,10.7,0.7,0.8,1.0,0.9,0.541,0.409,0.607,0.2
1641748,Andre Jackson Jr.,1610612749,MIL,8,7.3,1.1,0.8,1.6,0.5,0.1,0.5,0.231,0.25,0.5,-0.5
1629614,Andrew Nembhard,1610612754,IND,11,30.8,17.5,1.8,6.2,0.9,0.2,2.4,0.395,0.333,0.881,-11.1
203952,Andrew Wiggins,1610612748,MIA,16,32.9,16.4,4.8,2.8,1.1,1.0,1.9,0.475,0.35,0.65,-0.6
1629014,Anfernee Simons,1610612738,BOS,18,24.2,13.9,2.3,2.7,0.4,0.2,1.4,0.438,0.409,0.871,0.6
1641710,Anthony Black,1610612753,ORL,19,27.2,12.8,2.9,2.7,1.4,0.6,2.1,0.489,0.348,0.694,0.6
203076,Anthony Davis,1610612742,DAL,5,29.9,20.8,10.2,2.2,1.6,1.2,2.2,0.52,0.273,0.742,-5.4
1630162,Anthony Edwards,1610612750,MIN,14,32.8,28.0,4.8,3.6,1.5,0.6,2.6,0.475,0.392,0.814,3.4
1630264,Anthony Gill,1610612764,WAS,6,3.0,2.2,0.8,0.0,0.0,0.0,0.3,0.8,1.0,1.0,-1.2
1641810,Antonio Reeves,1610612766,CHA,2,10.5,4.5,1.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,7.0
1630574,Ariel Hukporti,1610612752,NYK,11,6.7,0.8,2.2,0.5,0.1,0.3,0.5,0.444,0.0,0.25,-2.1
1642854,Asa Newell,1610612737,ATL,12,8.0,3.9,1.6,0.3,0.4,0.3,0.3,0.471,0.444,0.778,0.3
1641709,Ausar Thompson,1610612765,DET,14,28.5,12.3,5.8,2.9,1.6,0.9,1.2,0.503,0.333,0.523,2.9
1630559,Austin Reaves,1610612747,LAL,14,36.3,27.9,5.7,7.0,1.4,0.1,3.2,0.498,0.318,0.879,7.0
1630245,Ayo Dosunmu,1610612741,CHI,15,26.5,16.4,2.6,2.9,0.5,0.3,1.3,0.563,0.475,0.851,0.3
1628389,Bam Adebayo,1610612748,MIA,13,30.1,19.2,8.4,2.7,0.8,0.8,1.8,0.45,0.338,0.818,6.0
1631248,Baylor Scheierman,1610612738,BOS,14,11.7,3.7,2.1,0.5,0.2,0.1,0.2,0.613,0.542,1.0,2.0
1642879,Ben Saraf,1610612751,BKN,7,13.8,3.3,1.9,2.4,0.3,0.0,1.3,0.259,0.231,0.75,-3.1
1641767,Ben Sheppard,1610612754,IND,18,25.6,6.3,4.3,1.8,0.6,0.2,0.5,0.323,0.213,0.824,-7.2
1631097,Bennedict Mathurin,1610612754,IND,7,33.1,23.0,6.1,2.1,0.6,0.1,2.9,0.447,0.386,0.813,-7.9
1641731,Bilal Coulibaly,1610612764,WAS,9,26.4,9.6,3.8,3.3,1.1,1.0,1.6,0.382,0.276,0.813,-4.8
202687,Bismack Biyombo,1610612759,SAS,6,7.6,0.3,1.0,0.3,0.5,0.2,0.3,0.5,0.0,0.0,-4.3
1631104,Blake Wesley,1610612757,POR,6,16.3,6.0,2.3,3.2,1.7,0.2,1.2,0.412,0.2,0.6,-1.3
1626171,Bobby Portis,1610612749,MIL,19,21.8,11.3,5.7,1.2,0.5,0.1,1.1,0.492,0.475,0.688,-3.7
1641752,Bobi Klintman,1610612765,DET,6,8.8,2.8,2.7,0.7,0.3,0.0,0.8,0.333,0.273,0.0,-2.7
203992,Bogdan Bogdanović,1610612746,LAC,9,25.6,9.2,3.4,3.3,0.8,0.1,1.4,0.373,0.34,0.846,2.9
1630538,Bones Hyland,1610612750,MIN,13,9.1,3.9,1.2,1.4,0.5,0.0,0.6,0.488,0.32,0.75,0.3
203078,Bradley Beal,1610612746,LAC,6,20.2,8.2,0.8,1.7,0.5,0.0,1.5,0.375,0.368,0.75,-3.8
1642382,Branden Carlson,1610612760,OKC,13,8.4,3.8,1.8,0.6,0.2,0.6,0.2,0.488,0.3,0.6,-0.1
1641764,Brandin Podziemski,1610612744,GSW,20,28.1,12.2,4.6,2.9,1.3,0.3,1.3,0.44,0.391,0.745,1.0
1627742,Brandon Ingram,1610612761,TOR,19,33.7,21.8,5.9,3.7,1.1,0.7,2.9,0.486,0.314,0.845,3.5
1641706,Brandon Miller,1610612766,CHA,4,23.3,17.0,1.3,3.5,1.0,0.5,1.8,0.418,0.267,0.824,-3.8
1630314,Brandon Williams,1610612742,DAL,17,21.9,10.9,2.7,3.9,1.5,0.2,2.2,0.389,0.192,0.82,-0.8
1641729,Brice Sensabaugh,1610612762,UTA,16,15.1,8.8,2.5,1.1,0.6,0.1,0.9,0.422,0.338,0.941,-4.8
1642355,Bronny James,1610612747,LAL,11,10.2,1.9,0.8,1.7,0.7,0.1,0.7,0.286,0.25,1.0,-0.5
201572,Brook Lopez,1610612746,LAC,17,14.4,6.3,1.9,0.5,0.3,0.8,0.8,0.404,0.359,0.727,-3.1
1642964,Brooks Barnhizer,1610612760,OKC,15,7.5,1.4,2.1,0.3,0.1,0.1,0.1,0.529,0.5,0.5,-2.7
1628971,Bruce Brown,1610612743,DEN,17,23.3,6.6,3.9,1.6,0.9,0.2,0.9,0.42,0.333,0.826,2.2
1631121,Bryce McGowens,1610612740,NOP,9,10.4,4.9,1.0,0.8,0.3,0.2,0.3,0.52,0.5,0.737,-0.2
1642267,Bub Carrington,1610612764,WAS,17,25.2,6.5,3.4,4.2,0.5,0.1,2.3,0.361,0.46,0.714,-12.1
1627741,Buddy Hield,1610612744,GSW,20,17.6,7.2,2.0,1.6,0.9,0.0,1.2,0.414,0.31,0.923,-3.4
203468,CJ McCollum,1610612764,WAS,17,29.7,18.2,3.4,3.4,0.7,0.2,1.5,0.436,0.421,0.788,-5.4
1630595,Cade Cunningham,1610612765,DET,15,36.4,28.1,6.1,9.3,1.3,0.7,3.6,0.445,0.299,0.828,6.3
1631216,Caleb Houstan,1610612737,ATL,7,5.4,2.4,0.6,0.3,0.1,0.1,0.4,0.455,0.5,1.0,-2.4
1631126,Caleb Love,1610612757,POR,11,17.9,7.9,3.2,2.3,0.4,0.0,0.9,0.317,0.258,0.7,-3.5
1628997,Caleb Martin,1610612742,DAL,16,9.6,1.5,1.4,0.9,0.4,0.1,0.4,0.308,0.111,0.875,-3.9
1642353,Cam Christie,1610612746,LAC,13,10.9,4.9,2.0,0.7,0.3,0.2,0.4,0.383,0.348,0.741,1.1
1642285,Cam Spencer,1610612763,MEM,19,20.1,10.0,2.1,3.5,0.7,0.1,0.9,0.455,0.444,0.882,-2.6
1630560,Cam Thomas,1610612751,BKN,8,28.3,21.4,1.4,2.6,0.5,0.1,2.0,0.402,0.356,0.875,-8.3
1641715,Cam Whitmore,1610612764,WAS,17,16.7,9.4,2.6,0.7,0.8,0.2,0.9,0.488,0.349,0.778,-5.5
1629661,Cameron Johnson,1610612743,DEN,16,27.8,9.9,3.3,2.1,0.6,0.2,0.9,0.448,0.361,0.833,5.9
1627747,Caris LeVert,1610612765,DET,13,19.8,9.8,1.6,3.2,0.6,0.4,1.5,0.489,0.419,0.625,0.5
