PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS
1631260,AJ Green,1610612749,MIL,16,28.6,10.8,2.7,1.8,0.4,0.1,0.8,0.486,0.48,0.789,2.6
1642358,AJ Johnson,1610612764,WAS,8,4.7,0.9,0.6,0.5,0.0,0.0,0.1,0.182,0.0,0.75,-1.6
203932,Aaron Gordon,1610612743,DEN,12,30.4,20.3,6.3,1.4,0.8,0.3,1.4,0.536,0.452,0.879,13.4
1628988,Aaron Holiday,1610612745,HOU,8,9.7,6.4,0.5,0.9,0.3,0.1,0.6,0.6,0.5,0.929,2.3
1630174,Aaron Nesmith,1610612754,IND,11,30.4,15.5,4.5,1.5,0.8,0.3,0.7,0.367,0.373,0.795,-3.9
1630598,Aaron Wiggins,1610612760,OKC,9,27.6,14.8,3.7,2.2,0.4,0.8,1.0,0.459,0.417,0.667,10.0
1642846,Ace Bailey,1610612762,UTA,14,20.3,8.7,3.4,1.5,0.6,0.1,1.4,0.423,0.304,0.824,-7.8
1641737,Adem Bona,1610612755,PHI,12,14.8,2.2,3.4,0.3,0.4,1.7,0.6,0.45,0.0,0.5,-2.6
1642876,Adou Thiero,1610612747,LAL,2,4.1,3.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.5
1642349,Ajay Mitchell,1610612760,OKC,16,28.2,16.1,3.8,3.8,1.8,0.3,1.8,0.443,0.3,0.915,7.8
201143,Al Horford,1610612744,GSW,11,22.1,5.7,4.1,1.7,0.9,1.0,1.4,0.338,0.319,1.0,-4.4
1627936,Alex Caruso,1610612760,OKC,11,18.5,5.5,2.3,2.6,1.8,0.4,0.8,0.356,0.325,0.833,9.5
1642259,Alex Sarr,1610612764,WAS,13,29.0,18.3,8.2,3.6,0.7,2.2,2.4,0.519,0.35,0.737,-8.5
1630578,Alperen Sengun,1610612745,HOU,13,36.9,23.4,10.4,7.4,1.2,1.0,3.5,0.489,0.447,0.745,10.9
1642873,Amari Williams,1610612738,BOS,2,3.4,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,4.5
1641708,Amen Thompson,1610612745,HOU,13,35.9,16.8,6.3,5.2,1.5,0.5,2.2,0.467,0.2,0.759,10.4
1629599,Amir Coffey,1610612749,MIL,13,9.9,1.6,1.1,0.5,0.0,0.1,0.1,0.421,0.25,1.0,-2.5
203083,Andre Drummond,1610612755,PHI,14,23.3,8.2,9.6,0.7,0.9,0.9,0.8,0.575,0.389,0.615,2.7
