PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS
1631260,AJ Green,1610612749,MIL,18,28.4,10.7,2.6,1.7,0.4,0.1,0.8,0.473,0.47,0.762,-0.6
1642358,AJ Johnson,1610612764,WAS,8,4.7,0.9,0.6,0.5,0.0,0.0,0.1,0.182,0.0,0.75,-1.6
203932,Aaron Gordon,1610612743,DEN,13,28.3,18.8,5.9,1.3,0.8,0.2,1.4,0.532,0.444,0.867,12.7
1628988,Aaron Holiday,1610612745,HOU,10,11.9,7.4,0.5,0.9,0.4,0.1,0.7,0.511,0.483,0.933,3.7
1630174,Aaron Nesmith,1610612754,IND,11,30.4,15.5,4.5,1.5,0.8,0.3,0.7,0.367,0.373,0.795,-3.9
1630598,Aaron Wiggins,1610612760,OKC,9,27.6,14.8,3.7,2.2,0.4,0.8,1.0,0.459,0.417,0.667,10.0
1642846,Ace Bailey,1610612762,UTA,17,21.6,9.9,3.4,1.7,0.8,0.2,1.4,0.448,0.333,0.842,-6.1
1641737,Adem Bona,1610612755,PHI,12,14.8,2.2,3.4,0.3,0.4,1.7,0.6,0.45,0.0,0.5,-2.6
1642876,Adou Thiero,1610612747,LAL,3,3.1,2.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0
1642349,Ajay Mitchell,1610612760,OKC,18,27.7,16.1,3.7,3.8,1.8,0.3,1.8,0.461,0.338,0.892,9.9
201143,Al Horford,1610612744,GSW,12,21.8,5.8,4.3,1.8,1.0,1.0,1.3,0.343,0.32,1.0,-4.4
1627936,Alex Caruso,1610612760,OKC,13,18.2,5.8,2.1,2.7,1.7,0.3,0.8,0.403,0.364,0.75,12.2
1642259,Alex Sarr,1610612764,WAS,15,29.5,18.7,8.5,3.4,0.7,2.0,2.2,0.523,0.354,0.653,-5.9
1630578,Alperen Sengun,1610612745,HOU,15,36.7,22.4,9.7,7.1,1.1,0.9,3.5,0.49,0.442,0.743,9.2
1642873,Amari Williams,1610612738,BOS,2,3.4,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,4.5
1641708,Amen Thompson,1610612745,HOU,15,36.5,17.9,6.4,5.2,1.5,0.5,2.3,0.486,0.242,0.79,10.0
1629599,Amir Coffey,1610612749,MIL,15,8.9,1.6,0.9,0.5,0.0,0.1,0.1,0.429,0.333,1.0,-1.5
203083,Andre Drummond,1610612755,PHI,16,24.2,8.3,10.7,0.7,0.8,1.0,0.9,0.541,0.409,0.607,0.2
1641748,Andre Jackson Jr.,1610612749,MIL,8,7.3,1.1,0.8,1.6,0.5,0.1,0.5,0.231,0.25,0.5,-0.5
1629614,Andrew Nembhard,1610612754,IND,10,30.3,18.3,1.6,6.4,0.8,0.2,2.4,0.408,0.345,0.906,-10.2
203952,Andrew Wiggins,1610612748,MIA,15,33.0,16.7,4.9,2.8,1.1,0.9,2.0,0.481,0.365,0.649,-0.3
1629014,Anfernee Simons,1610612738,BOS,17,24.9,14.4,2.4,2.6,0.5,0.2,1.4,0.448,0.411,0.862,-0.1
1641710,Anthony Black,1610612753,ORL,19,27.2,12.8,2.9,2.7,1.4,0.6,2.1,0.489,0.348,0.694,0.6
203076,Anthony Davis,1610612742,DAL,5,29.9,20.8,10.2,2.2,1.6,1.2,2.2,0.52,0.273,0.742,-5.4
1630162,Anthony Edwards,1610612750,MIN,13,32.3,27.8,4.5,3.5,1.6,0.7,2.5,0.475,0.382,0.833,4.2
1630264,Anthony Gill,1610612764,WAS,6,3.0,2.2,0.8,0.0,0.0,0.0,0.3,0.8,1.0,1.0,-1.2
